Category,Query,Configuration,Matched DB File,TP,FN,FP,Precision,Recall,F1 Score,Shift,Query Time (s),Correct
Mobile,741526.m4a,ID2_df6_dt4,741526.mp3,415,1936,1693,0.1969,0.1765,0.1861,306,5.1206,True
Mobile,741526.m4a,ID3_df9_dt5,741526.mp3,245,1131,974,0.201,0.1781,0.1888,308,5.0841,True
Mobile,741526.m4a,ID4_df12_dt6,741526.mp3,177,858,606,0.2261,0.171,0.1947,308,5.0237,True
Mobile,741526.m4a,ID5_df15_dt8,741526.mp3,71,487,389,0.1543,0.1272,0.1395,13,5.0723,True
Mobile,741526.m4a,ID6_df25_dt10,741526.mp3,38,207,183,0.1719,0.1551,0.1631,13,5.0499,True
Mobile,741526.m4a,ID7_df35_dt15,741526.mp3,20,102,83,0.1942,0.1639,0.1778,306,5.1317,True
Mobile,741526.m4a,ID8_df50_dt20,741526.mp3,10,73,52,0.1613,0.1205,0.1379,50,5.5633,True
Mobile,741526.m4a,ID9_df10_dt5,741526.mp3,221,1065,871,0.2024,0.1719,0.1859,308,5.0653,True
Mobile,741526.m4a,ID10_df10_dt5,741526.mp3,221,1065,871,0.2024,0.1719,0.1859,308,5.2939,True
Mobile,741526.m4a,ID11_df7_dt30,1420826.mp3,14,277,174,0.0745,0.0481,0.0585,181,5.0517,False
Mobile,750226.m4a,ID0_df3_dt3,124826.mp3,1018,5111,3233,0.2395,0.1661,0.1961,214,5.574,False
Mobile,750226.m4a,ID1_df4_dt2,1156026.mp3,1021,4623,3712,0.2157,0.1809,0.1968,33,5.6131,False
Mobile,750226.m4a,ID2_df6_dt4,1372526.mp3,214,2187,1527,0.1229,0.0891,0.1033,257,5.7394,False
Mobile,750226.m4a,ID3_df9_dt5,363426.mp3,80,1514,892,0.0823,0.0502,0.0624,43,5.5911,False
Mobile,750226.m4a,ID4_df12_dt6,1374326.mp3,38,708,558,0.0638,0.0509,0.0566,395,5.6252,False
Mobile,750226.m4a,ID5_df15_dt8,750226.mp3,23,369,355,0.0608,0.0587,0.0597,13,5.5387,True
Mobile,750226.m4a,ID6_df25_dt10,1027926.mp3,10,282,150,0.0625,0.0342,0.0442,114,5.7722,False
Mobile,750226.m4a,ID7_df35_dt15,114726.mp3,5,144,77,0.061,0.0336,0.0433,16,5.6954,False
Mobile,750226.m4a,ID8_df50_dt20,1038726.mp3,3,36,42,0.0667,0.0769,0.0714,6,5.5204,False
Mobile,750226.m4a,ID9_df10_dt5,363426.mp3,63,1396,797,0.0733,0.0432,0.0543,43,5.5475,False
Mobile,750226.m4a,ID10_df10_dt5,363426.mp3,63,1396,797,0.0733,0.0432,0.0543,43,5.541,False
Mobile,750226.m4a,ID11_df7_dt30,1399526.mp3,18,328,248,0.0677,0.052,0.0588,174,5.524,False
Mobile,753526.m4a,ID0_df3_dt3,1236126.mp3,887,4592,2852,0.2372,0.1619,0.1924,398,5.0056,False
Mobile,753526.m4a,ID1_df4_dt2,1156026.mp3,910,4248,3207,0.221,0.1764,0.1962,16,5.2165,False
Mobile,753526.m4a,ID2_df6_dt4,753526.mp3,217,597,1371,0.1366,0.2666,0.1807,19,4.9069,True
Mobile,753526.m4a,ID3_df9_dt5,753526.mp3,135,394,687,0.1642,0.2552,0.1999,19,4.9451,True
Mobile,753526.m4a,ID4_df12_dt6,753526.mp3,101,282,450,0.1833,0.2637,0.2163,19,4.8642,True
Mobile,753526.m4a,ID5_df15_dt8,753526.mp3,80,204,294,0.2139,0.2817,0.2432,19,4.8257,True
Mobile,753526.m4a,ID6_df25_dt10,753526.mp3,34,96,151,0.1838,0.2615,0.2159,19,4.8413,True
Mobile,753526.m4a,ID7_df35_dt15,753526.mp3,13,41,68,0.1605,0.2407,0.1926,19,5.3573,True
Mobile,753526.m4a,ID8_df50_dt20,753526.mp3,8,23,35,0.186,0.2581,0.2162,19,5.2551,True
Mobile,753526.m4a,ID9_df10_dt5,753526.mp3,126,371,624,0.168,0.2535,0.2021,19,4.8544,True
Mobile,753526.m4a,ID10_df10_dt5,753526.mp3,126,371,624,0.168,0.2535,0.2021,19,4.9009,True
Mobile,753526.m4a,ID11_df7_dt30,753526.mp3,43,111,168,0.2038,0.2792,0.2356,19,4.8819,True
Mobile,756226.m4a,ID0_df3_dt3,756226.mp3,1348,3281,2933,0.3149,0.2912,0.3026,127,5.007,True
Mobile,756226.m4a,ID1_df4_dt2,756226.mp3,1168,3134,3184,0.2684,0.2715,0.2699,127,5.064,True
Mobile,756226.m4a,ID2_df6_dt4,756226.mp3,449,1927,1605,0.2186,0.189,0.2027,126,5.1086,True
Mobile,756226.m4a,ID3_df9_dt5,756226.mp3,139,805,747,0.1569,0.1472,0.1519,126,4.9437,True
Mobile,756226.m4a,ID4_df12_dt6,756226.mp3,93,565,513,0.1535,0.1413,0.1472,126,4.9183,True
Mobile,756226.m4a,ID5_df15_dt8,756226.mp3,60,418,354,0.1449,0.1255,0.1345,127,4.8752,True
Mobile,756226.m4a,ID6_df25_dt10,756226.mp3,16,172,158,0.092,0.0851,0.0884,126,4.9312,True
Mobile,756226.m4a,ID7_df35_dt15,1038726.mp3,9,196,99,0.0833,0.0439,0.0575,23,4.8648,False
Mobile,756226.m4a,ID8_df50_dt20,1038726.mp3,4,44,55,0.0678,0.0833,0.0748,125,5.1157,False
Mobile,756226.m4a,ID9_df10_dt5,756226.mp3,127,750,684,0.1566,0.1448,0.1505,126,4.9271,True
Mobile,756226.m4a,ID10_df10_dt5,756226.mp3,127,750,684,0.1566,0.1448,0.1505,126,4.8867,True
Mobile,756226.m4a,ID11_df7_dt30,756226.mp3,15,253,230,0.0612,0.056,0.0585,127,4.8527,True
Mobile,764326.m4a,ID0_df3_dt3,1236126.mp3,971,4808,3046,0.2417,0.168,0.1982,268,5.8602,False
Mobile,764326.m4a,ID1_df4_dt2,1156026.mp3,969,4715,3406,0.2215,0.1705,0.1927,13,5.5796,False
Mobile,764326.m4a,ID2_df6_dt4,1236126.mp3,205,2229,1548,0.1169,0.0842,0.0979,66,5.7426,False
Mobile,764326.m4a,ID3_df9_dt5,1060626.mp3,90,988,914,0.0896,0.0835,0.0865,307,5.516,False
Mobile,764326.m4a,ID4_df12_dt6,568126.mp3,51,874,606,0.0776,0.0551,0.0645,94,5.53,False
Mobile,764326.m4a,ID5_df15_dt8,568126.mp3,32,804,374,0.0788,0.0383,0.0515,94,5.5211,False
Mobile,764326.m4a,ID6_df25_dt10,1144726.mp3,11,197,167,0.0618,0.0529,0.057,28,5.4865,False
Mobile,764326.m4a,ID7_df35_dt15,568126.mp3,7,167,97,0.0673,0.0402,0.0504,34,5.5456,False
Mobile,764326.m4a,ID8_df50_dt20,457126.mp3,5,92,49,0.0926,0.0515,0.0662,22,5.6809,False
Mobile,764326.m4a,ID9_df10_dt5,1060626.mp3,74,905,814,0.0833,0.0756,0.0793,279,5.5408,False
Mobile,764326.m4a,ID10_df10_dt5,1060626.mp3,74,905,814,0.0833,0.0756,0.0793,279,5.4955,False
Mobile,764326.m4a,ID11_df7_dt30,975526.mp3,18,204,220,0.0756,0.0811,0.0783,35,5.5139,False
Mobile,769426.m4a,ID0_df3_dt3,1208026.mp3,1146,3813,3411,0.2515,0.2311,0.2409,209,5.5822,False
Mobile,769426.m4a,ID1_df4_dt2,1270026.mp3,987,4809,3183,0.2367,0.1703,0.1981,4,5.6301,False
Mobile,769426.m4a,ID2_df6_dt4,1208026.mp3,326,2206,1847,0.15,0.1288,0.1386,306,5.7715,False
Mobile,769426.m4a,ID3_df9_dt5,33326.mp3,110,1356,1068,0.0934,0.075,0.0832,6,5.5234,False
Mobile,769426.m4a,ID4_df12_dt6,769426.mp3,48,612,566,0.0782,0.0727,0.0754,358,5.583,True
Mobile,769426.m4a,ID5_df15_dt8,1060626.mp3,28,622,377,0.0691,0.0431,0.0531,161,5.5593,False
Mobile,769426.m4a,ID6_df25_dt10,769426.mp3,16,177,208,0.0714,0.0829,0.0767,358,5.549,True
Mobile,769426.m4a,ID7_df35_dt15,1038726.mp3,5,200,102,0.0467,0.0244,0.0321,16,5.6301,False
Mobile,769426.m4a,ID8_df50_dt20,972626.mp3,4,87,57,0.0656,0.044,0.0526,221,5.6833,False
Mobile,769426.m4a,ID9_df10_dt5,33326.mp3,91,1241,971,0.0857,0.0683,0.076,6,5.5497,False
Mobile,769426.m4a,ID10_df10_dt5,33326.mp3,91,1241,971,0.0857,0.0683,0.076,6,5.5717,False
Mobile,769426.m4a,ID11_df7_dt30,1301826.mp3,16,457,218,0.0684,0.0338,0.0453,16,5.5656,False
Mobile,783626.m4a,ID0_df3_dt3,124826.mp3,896,4574,2805,0.2421,0.1638,0.1954,371,4.8623,False
Mobile,783626.m4a,ID1_df4_dt2,1130326.mp3,874,3932,3177,0.2157,0.1819,0.1974,56,5.0051,False
Mobile,783626.m4a,ID2_df6_dt4,968026.mp3,186,2370,1339,0.122,0.0728,0.0912,121,4.8975,False
Mobile,783626.m4a,ID3_df9_dt5,783626.mp3,105,438,758,0.1217,0.1934,0.1494,279,4.8298,True
Mobile,783626.m4a,ID4_df12_dt6,783626.mp3,73,270,485,0.1308,0.2128,0.162,279,4.7965,True
Mobile,783626.m4a,ID5_df15_dt8,783626.mp3,54,213,297,0.1538,0.2022,0.1748,279,4.789,True
Mobile,783626.m4a,ID6_df25_dt10,783626.mp3,29,122,150,0.162,0.1921,0.1758,279,4.865,True
Mobile,783626.m4a,ID7_df35_dt15,783626.mp3,7,51,60,0.1045,0.1207,0.112,279,4.8002,True
Mobile,783626.m4a,ID8_df50_dt20,783626.mp3,4,21,35,0.1026,0.16,0.125,279,5.0905,True
Mobile,783626.m4a,ID9_df10_dt5,783626.mp3,101,413,682,0.129,0.1965,0.1557,279,4.8343,True
Mobile,783626.m4a,ID10_df10_dt5,783626.mp3,101,413,682,0.129,0.1965,0.1557,279,4.8629,True
Mobile,783626.m4a,ID11_df7_dt30,783626.mp3,25,119,188,0.1174,0.1736,0.1401,280,4.7753,True
Mobile,783926.m4a,ID0_df3_dt3,124826.mp3,1063,5307,3377,0.2394,0.1669,0.1967,180,5.6859,False
Mobile,783926.m4a,ID1_df4_dt2,1156026.mp3,1089,4937,3783,0.2235,0.1807,0.1999,23,5.8298,False
Mobile,783926.m4a,ID2_df6_dt4,968026.mp3,221,2804,1669,0.1169,0.0731,0.0899,17,5.7003,False
Mobile,783926.m4a,ID3_df9_dt5,76726.mp3,84,1285,948,0.0814,0.0614,0.07,156,5.6211,False
Mobile,783926.m4a,ID4_df12_dt6,783926.mp3,56,472,620,0.0828,0.1061,0.093,204,5.5636,True
Mobile,783926.m4a,ID5_df15_dt8,783926.mp3,36,280,398,0.0829,0.1139,0.096,204,5.6054,True
Mobile,783926.m4a,ID6_df25_dt10,783926.mp3,27,170,165,0.1406,0.1371,0.1388,204,5.5902,True
Mobile,783926.m4a,ID7_df35_dt15,783926.mp3,20,103,72,0.2174,0.1626,0.186,204,5.6149,True
Mobile,783926.m4a,ID8_df50_dt20,783926.mp3,7,45,44,0.1373,0.1346,0.1359,204,5.6589,True
Mobile,783926.m4a,ID9_df10_dt5,783926.mp3,75,551,862,0.08,0.1198,0.096,204,5.5992,True
Mobile,783926.m4a,ID10_df10_dt5,783926.mp3,75,551,862,0.08,0.1198,0.096,204,5.5862,True
Mobile,783926.m4a,ID11_df7_dt30,783926.mp3,26,199,233,0.1004,0.1156,0.1074,204,5.6716,True
Noise,566726.wav,ID0_df3_dt3,566726.mp3,2159,1180,1427,0.6021,0.6466,0.6235,0,5.5493,True
Noise,566726.wav,ID1_df4_dt2,566726.mp3,2134,1139,1718,0.554,0.652,0.599,0,5.617,True
Noise,566726.wav,ID2_df6_dt4,566726.mp3,1006,623,611,0.6221,0.6176,0.6198,0,5.4698,True
Noise,566726.wav,ID3_df9_dt5,566726.mp3,644,376,361,0.6408,0.6314,0.636,0,5.4413,True
Noise,566726.wav,ID4_df12_dt6,566726.mp3,441,231,229,0.6582,0.6562,0.6572,0,5.4181,True
Noise,566726.wav,ID5_df15_dt8,566726.mp3,258,110,131,0.6632,0.7011,0.6816,0,5.3808,True
Noise,566726.wav,ID6_df25_dt10,566726.mp3,132,47,50,0.7253,0.7374,0.7313,0,5.4325,True
Noise,566726.wav,ID7_df35_dt15,566726.mp3,71,16,16,0.8161,0.8161,0.8161,0,5.4654,True
Noise,566726.wav,ID8_df50_dt20,566726.mp3,38,11,14,0.7308,0.7755,0.7525,0,5.3702,True
Noise,566726.wav,ID9_df10_dt5,566726.mp3,596,335,320,0.6507,0.6402,0.6454,0,5.51,True
Noise,566726.wav,ID10_df10_dt5,566726.mp3,596,335,320,0.6507,0.6402,0.6454,0,5.4017,True
Noise,566726.wav,ID11_df7_dt30,566726.mp3,143,40,71,0.6682,0.7814,0.7204,0,5.417,True
Noise,568126.wav,ID0_df3_dt3,568126.mp3,1258,803,2283,0.3553,0.6104,0.4491,0,5.5311,True
Noise,568126.wav,ID1_df4_dt2,568126.mp3,1497,963,2324,0.3918,0.6085,0.4767,0,5.7135,True
Noise,568126.wav,ID2_df6_dt4,568126.mp3,815,293,651,0.5559,0.7356,0.6333,0,5.5321,True
Noise,568126.wav,ID3_df9_dt5,568126.mp3,730,245,227,0.7628,0.7487,0.7557,0,5.6628,True
Noise,568126.wav,ID4_df12_dt6,568126.mp3,651,194,114,0.851,0.7704,0.8087,0,5.3779,True
Noise,568126.wav,ID5_df15_dt8,568126.mp3,570,177,61,0.9033,0.7631,0.8273,0,5.3873,True
Noise,568126.wav,ID6_df25_dt10,568126.mp3,207,47,37,0.8484,0.815,0.8313,0,5.4486,True
Noise,568126.wav,ID7_df35_dt15,568126.mp3,126,29,22,0.8514,0.8129,0.8317,0,5.4764,True
Noise,568126.wav,ID8_df50_dt20,568126.mp3,44,14,22,0.6667,0.7586,0.7097,0,5.4545,True
Noise,568126.wav,ID9_df10_dt5,568126.mp3,718,229,188,0.7925,0.7582,0.775,0,5.4064,True
Noise,568126.wav,ID10_df10_dt5,568126.mp3,718,229,188,0.7925,0.7582,0.775,0,5.4392,True
Noise,568126.wav,ID11_df7_dt30,568126.mp3,128,87,110,0.5378,0.5953,0.5651,0,5.3572,True
Noise,575226.wav,ID0_df3_dt3,575226.mp3,1442,1311,2198,0.3962,0.5238,0.4511,0,5.5684,True
Noise,575226.wav,ID1_df4_dt2,575226.mp3,1566,1235,2335,0.4014,0.5591,0.4673,0,5.5665,True
Noise,575226.wav,ID2_df6_dt4,575226.mp3,874,576,737,0.5425,0.6028,0.5711,0,5.5258,True
Noise,575226.wav,ID3_df9_dt5,575226.mp3,606,360,348,0.6352,0.6273,0.6313,0,5.4323,True
Noise,575226.wav,ID4_df12_dt6,575226.mp3,406,213,198,0.6722,0.6559,0.6639,0,5.4527,True
Noise,575226.wav,ID5_df15_dt8,575226.mp3,246,108,131,0.6525,0.6949,0.6731,0,5.3852,True
Noise,575226.wav,ID6_df25_dt10,575226.mp3,159,67,78,0.6709,0.7035,0.6868,0,5.5914,True
Noise,575226.wav,ID7_df35_dt15,575226.mp3,55,21,34,0.618,0.7237,0.6667,0,5.6609,True
Noise,575226.wav,ID8_df50_dt20,575226.mp3,35,9,18,0.6604,0.7955,0.7216,0,5.3859,True
Noise,575226.wav,ID9_df10_dt5,575226.mp3,560,329,304,0.6481,0.6299,0.6389,0,5.414,True
Noise,575226.wav,ID10_df10_dt5,575226.mp3,560,329,304,0.6481,0.6299,0.6389,0,5.3877,True
Noise,575226.wav,ID11_df7_dt30,575226.mp3,141,59,101,0.5826,0.705,0.638,0,5.5481,True
Noise,577326.wav,ID0_df3_dt3,577326.mp3,962,1740,2858,0.2518,0.356,0.295,0,5.6564,True
Noise,577326.wav,ID1_df4_dt2,577326.mp3,1119,1720,3049,0.2685,0.3942,0.3194,0,5.9128,True
Noise,577326.wav,ID2_df6_dt4,577326.mp3,411,675,1225,0.2512,0.3785,0.302,0,5.5417,True
Noise,577326.wav,ID3_df9_dt5,577326.mp3,250,387,654,0.2765,0.3925,0.3245,0,5.513,True
Noise,577326.wav,ID4_df12_dt6,577326.mp3,179,252,392,0.3135,0.4153,0.3573,0,5.3997,True
Noise,577326.wav,ID5_df15_dt8,577326.mp3,130,157,241,0.3504,0.453,0.3951,0,5.5284,True
Noise,577326.wav,ID6_df25_dt10,577326.mp3,81,68,93,0.4655,0.5436,0.5015,0,5.5672,True
Noise,577326.wav,ID7_df35_dt15,577326.mp3,51,33,42,0.5484,0.6071,0.5763,0,5.5449,True
Noise,577326.wav,ID8_df50_dt20,577326.mp3,31,15,19,0.62,0.6739,0.6458,0,5.454,True
Noise,577326.wav,ID9_df10_dt5,577326.mp3,232,356,575,0.2875,0.3946,0.3326,0,5.4107,True
Noise,577326.wav,ID10_df10_dt5,577326.mp3,232,356,575,0.2875,0.3946,0.3326,0,5.506,True
Noise,577326.wav,ID11_df7_dt30,577326.mp3,78,94,144,0.3514,0.4535,0.3959,0,5.4426,True
Noise,597326.wav,ID0_df3_dt3,597326.mp3,2421,732,940,0.7203,0.7678,0.7433,0,5.5604,True
Noise,597326.wav,ID1_df4_dt2,597326.mp3,2346,701,1089,0.683,0.7699,0.7239,0,5.47,True
Noise,597326.wav,ID2_df6_dt4,597326.mp3,1124,360,425,0.7256,0.7574,0.7412,0,5.5088,True
Noise,597326.wav,ID3_df9_dt5,597326.mp3,718,204,250,0.7417,0.7787,0.7598,0,5.4113,True
Noise,597326.wav,ID4_df12_dt6,597326.mp3,498,127,165,0.7511,0.7968,0.7733,0,5.4323,True
Noise,597326.wav,ID5_df15_dt8,597326.mp3,324,78,102,0.7606,0.806,0.7826,0,5.5563,True
Noise,597326.wav,ID6_df25_dt10,597326.mp3,132,27,39,0.7719,0.8302,0.8,0,5.3815,True
Noise,597326.wav,ID7_df35_dt15,597326.mp3,65,15,18,0.7831,0.8125,0.7975,0,5.4286,True
Noise,597326.wav,ID8_df50_dt20,597326.mp3,43,9,10,0.8113,0.8269,0.819,0,5.3717,True
Noise,597326.wav,ID9_df10_dt5,597326.mp3,654,175,238,0.7332,0.7889,0.76,0,5.4847,True
Noise,597326.wav,ID10_df10_dt5,597326.mp3,654,175,238,0.7332,0.7889,0.76,0,5.4473,True
Noise,597326.wav,ID11_df7_dt30,597326.mp3,185,61,61,0.752,0.752,0.752,0,5.5558,True
Noise,599226.wav,ID0_df3_dt3,599226.mp3,1617,1619,2172,0.4268,0.4997,0.4604,0,5.4777,True
Noise,599226.wav,ID1_df4_dt2,599226.mp3,1806,1676,2376,0.4319,0.5187,0.4713,0,5.489,True
Noise,599226.wav,ID2_df6_dt4,599226.mp3,787,853,913,0.4629,0.4799,0.4713,0,5.4361,True
Noise,599226.wav,ID3_df9_dt5,599226.mp3,472,457,486,0.4927,0.5081,0.5003,0,5.454,True
Noise,599226.wav,ID4_df12_dt6,599226.mp3,362,311,313,0.5363,0.5379,0.5371,0,5.4472,True
Noise,599226.wav,ID5_df15_dt8,599226.mp3,248,194,196,0.5586,0.5611,0.5598,0,5.5384,True
Noise,599226.wav,ID6_df25_dt10,599226.mp3,105,121,107,0.4953,0.4646,0.4795,0,5.4411,True
Noise,599226.wav,ID7_df35_dt15,599226.mp3,51,39,44,0.5368,0.5667,0.5514,0,5.3531,True
Noise,599226.wav,ID8_df50_dt20,599226.mp3,36,24,32,0.5294,0.6,0.5625,0,5.4693,True
Noise,599226.wav,ID9_df10_dt5,599226.mp3,431,409,444,0.4926,0.5131,0.5026,0,5.4648,True
Noise,599226.wav,ID10_df10_dt5,599226.mp3,431,409,444,0.4926,0.5131,0.5026,0,5.4802,True
Noise,599226.wav,ID11_df7_dt30,599226.mp3,132,126,133,0.4981,0.5116,0.5048,0,5.569,True
Noise,618826.wav,ID0_df3_dt3,618826.mp3,3616,586,589,0.8599,0.8605,0.8602,0,5.4729,True
Noise,618826.wav,ID1_df4_dt2,618826.mp3,3558,515,530,0.8704,0.8736,0.872,0,5.4552,True
Noise,618826.wav,ID2_df6_dt4,618826.mp3,1453,223,236,0.8603,0.8669,0.8636,0,5.4996,True
Noise,618826.wav,ID3_df9_dt5,618826.mp3,725,105,113,0.8652,0.8735,0.8693,0,5.4614,True
Noise,618826.wav,ID4_df12_dt6,618826.mp3,475,67,71,0.87,0.8764,0.8732,0,5.3863,True
Noise,618826.wav,ID5_df15_dt8,618826.mp3,343,47,57,0.8575,0.8795,0.8684,0,5.514,True
Noise,618826.wav,ID6_df25_dt10,618826.mp3,150,14,18,0.8929,0.9146,0.9036,0,5.3758,True
Noise,618826.wav,ID7_df35_dt15,618826.mp3,91,6,13,0.875,0.9381,0.9055,0,5.4563,True
Noise,618826.wav,ID8_df50_dt20,618826.mp3,46,3,4,0.92,0.9388,0.9293,0,5.4251,True
Noise,618826.wav,ID9_df10_dt5,618826.mp3,659,97,104,0.8637,0.8717,0.8677,0,5.4617,True
Noise,618826.wav,ID10_df10_dt5,618826.mp3,659,97,104,0.8637,0.8717,0.8677,0,5.4746,True
Noise,618826.wav,ID11_df7_dt30,618826.mp3,176,26,34,0.8381,0.8713,0.8544,0,5.4325,True
Noise,642026.wav,ID0_df3_dt3,642026.mp3,1264,2104,2506,0.3353,0.3753,0.3542,0,5.4734,True
Noise,642026.wav,ID1_df4_dt2,642026.mp3,1504,2518,2675,0.3599,0.3739,0.3668,0,5.5472,True
Noise,642026.wav,ID2_df6_dt4,642026.mp3,544,755,1010,0.3501,0.4188,0.3814,0,5.4305,True
Noise,642026.wav,ID3_df9_dt5,642026.mp3,383,496,527,0.4209,0.4357,0.4282,0,5.4313,True
Noise,642026.wav,ID4_df12_dt6,642026.mp3,270,342,347,0.4376,0.4412,0.4394,0,5.5269,True
Noise,642026.wav,ID5_df15_dt8,642026.mp3,164,143,194,0.4581,0.5342,0.4932,0,5.3733,True
Noise,642026.wav,ID6_df25_dt10,642026.mp3,101,81,78,0.5642,0.5549,0.5596,0,5.4327,True
Noise,642026.wav,ID7_df35_dt15,642026.mp3,55,30,38,0.5914,0.6471,0.618,0,5.4145,True
Noise,642026.wav,ID8_df50_dt20,642026.mp3,30,14,18,0.625,0.6818,0.6522,0,5.3947,True
Noise,642026.wav,ID9_df10_dt5,642026.mp3,350,444,475,0.4242,0.4408,0.4324,0,5.4343,True
Noise,642026.wav,ID10_df10_dt5,642026.mp3,350,444,475,0.4242,0.4408,0.4324,0,5.8155,True
Noise,642026.wav,ID11_df7_dt30,642026.mp3,128,68,87,0.5953,0.6531,0.6229,0,5.4484,True
Noise,669126.wav,ID0_df3_dt3,124826.mp3,963,4295,3176,0.2327,0.1831,0.205,213,5.5241,False
Noise,669126.wav,ID1_df4_dt2,1156026.mp3,983,3919,3478,0.2204,0.2005,0.21,20,5.539,False
Noise,669126.wav,ID2_df6_dt4,968026.mp3,231,2293,1520,0.1319,0.0915,0.1081,15,5.5277,False
Noise,669126.wav,ID3_df9_dt5,363426.mp3,74,1262,890,0.0768,0.0554,0.0643,60,5.4832,False
Noise,669126.wav,ID4_df12_dt6,268526.mp3,41,534,600,0.064,0.0713,0.0674,361,5.5558,False
Noise,669126.wav,ID5_df15_dt8,488626.mp3,28,542,362,0.0718,0.0491,0.0583,149,5.8713,False
Noise,669126.wav,ID6_df25_dt10,104526.mp3,12,153,183,0.0615,0.0727,0.0667,205,5.7129,False
Noise,669126.wav,ID7_df35_dt15,1097126.mp3,7,72,87,0.0745,0.0886,0.0809,347,5.4632,False
Noise,669126.wav,ID8_df50_dt20,104526.mp3,4,48,50,0.0741,0.0769,0.0755,389,5.4536,False
Noise,669126.wav,ID9_df10_dt5,1096126.mp3,64,977,816,0.0727,0.0615,0.0666,103,5.6291,False
Noise,669126.wav,ID10_df10_dt5,1096126.mp3,64,977,816,0.0727,0.0615,0.0666,103,5.5172,False
Noise,669126.wav,ID11_df7_dt30,1093426.mp3,13,253,239,0.0516,0.0489,0.0502,76,5.5785,False
Noise,676326.wav,ID0_df3_dt3,676326.mp3,1217,1939,2705,0.3103,0.3856,0.3439,0,5.5472,True
Noise,676326.wav,ID1_df4_dt2,676326.mp3,1388,2263,2940,0.3207,0.3802,0.3479,0,5.547,True
Noise,676326.wav,ID2_df6_dt4,676326.mp3,375,802,1252,0.2305,0.3186,0.2675,0,5.4627,True
Noise,676326.wav,ID3_df9_dt5,676326.mp3,224,506,717,0.238,0.3068,0.2681,0,5.5603,True
Noise,676326.wav,ID4_df12_dt6,676326.mp3,159,336,462,0.256,0.3212,0.2849,0,5.4476,True
Noise,676326.wav,ID5_df15_dt8,676326.mp3,93,172,257,0.2657,0.3509,0.3024,0,5.4225,True
Noise,676326.wav,ID6_df25_dt10,676326.mp3,65,95,131,0.3316,0.4062,0.3652,0,5.4796,True
Noise,676326.wav,ID7_df35_dt15,676326.mp3,34,38,59,0.3656,0.4722,0.4121,1,5.3721,True
Noise,676326.wav,ID8_df50_dt20,676326.mp3,15,21,31,0.3261,0.4167,0.3659,1,5.4249,True
Noise,676326.wav,ID9_df10_dt5,676326.mp3,201,450,646,0.2373,0.3088,0.2684,0,5.564,True
Noise,676326.wav,ID10_df10_dt5,676326.mp3,201,450,646,0.2373,0.3088,0.2684,0,5.5247,True
Noise,676326.wav,ID11_df7_dt30,676326.mp3,80,95,120,0.4,0.4571,0.4267,0,5.4218,True
Noise,686326.wav,ID0_df3_dt3,686326.mp3,1915,1032,1569,0.5497,0.6498,0.5956,0,5.4666,True
Noise,686326.wav,ID1_df4_dt2,686326.mp3,2043,1174,1753,0.5382,0.6351,0.5826,0,5.5505,True
Noise,686326.wav,ID2_df6_dt4,686326.mp3,820,388,620,0.5694,0.6788,0.6193,0,5.4299,True
Noise,686326.wav,ID3_df9_dt5,686326.mp3,476,157,295,0.6174,0.752,0.6781,0,5.5541,True
Noise,686326.wav,ID4_df12_dt6,686326.mp3,342,70,170,0.668,0.8301,0.7403,0,5.3675,True
Noise,686326.wav,ID5_df15_dt8,686326.mp3,223,46,87,0.7194,0.829,0.7703,0,5.4833,True
Noise,686326.wav,ID6_df25_dt10,686326.mp3,110,23,33,0.7692,0.8271,0.7971,0,5.3628,True
Noise,686326.wav,ID7_df35_dt15,686326.mp3,57,4,16,0.7808,0.9344,0.8507,0,5.4094,True
Noise,686326.wav,ID8_df50_dt20,686326.mp3,27,4,6,0.8182,0.871,0.8438,0,5.5977,True
Noise,686326.wav,ID9_df10_dt5,686326.mp3,438,137,254,0.6329,0.7617,0.6914,0,5.6394,True
Noise,686326.wav,ID10_df10_dt5,686326.mp3,438,137,254,0.6329,0.7617,0.6914,0,5.4953,True
Noise,686326.wav,ID11_df7_dt30,686326.mp3,192,20,22,0.8972,0.9057,0.9014,0,5.384,True
Noise,728926.wav,ID0_df3_dt3,728926.mp3,2544,1193,1541,0.6228,0.6808,0.6505,0,5.5249,True
Noise,728926.wav,ID1_df4_dt2,728926.mp3,2255,1334,1667,0.575,0.6283,0.6005,0,5.4962,True
Noise,728926.wav,ID2_df6_dt4,728926.mp3,1161,606,666,0.6355,0.657,0.6461,0,5.6348,True
Noise,728926.wav,ID3_df9_dt5,728926.mp3,554,271,284,0.6611,0.6715,0.6663,0,5.4151,True
Noise,728926.wav,ID4_df12_dt6,728926.mp3,382,178,190,0.6678,0.6821,0.6749,0,5.45,True
Noise,728926.wav,ID5_df15_dt8,728926.mp3,289,124,142,0.6705,0.6998,0.6848,0,5.397,True
Noise,728926.wav,ID6_df25_dt10,728926.mp3,131,53,69,0.655,0.712,0.6823,0,5.4615,True
Noise,728926.wav,ID7_df35_dt15,728926.mp3,66,31,32,0.6735,0.6804,0.6769,158,5.5962,True
Noise,728926.wav,ID8_df50_dt20,728926.mp3,24,13,15,0.6154,0.6486,0.6316,0,5.5498,True
Noise,728926.wav,ID9_df10_dt5,728926.mp3,497,233,266,0.6514,0.6808,0.6658,0,5.4673,True
