Category,Query,Configuration,Matched DB File,TP,FN,FP,Precision,Recall,F1 Score,Shift,Query Time (s),Correct
Original,741526.wav,ID2_df6_dt4,741526.mp3,1547,24,21,0.9866,0.9847,0.9857,1,5.5653,True
Original,741526.wav,ID3_df9_dt5,741526.mp3,1045,8,12,0.9886,0.9924,0.9905,1,5.4992,True
Original,741526.wav,ID4_df12_dt6,741526.mp3,681,5,11,0.9841,0.9927,0.9884,1,5.5534,True
Original,741526.wav,ID5_df15_dt8,741526.mp3,371,1,8,0.9789,0.9973,0.988,0,5.7558,True
Original,741526.wav,ID6_df25_dt10,741526.mp3,176,1,8,0.9565,0.9944,0.9751,0,5.5809,True
Original,741526.wav,ID7_df35_dt15,741526.mp3,79,0,1,0.9875,1.0,0.9937,0,5.5236,True
Original,741526.wav,ID8_df50_dt20,741526.mp3,62,0,1,0.9841,1.0,0.992,0,5.9376,True
Original,741526.wav,ID9_df10_dt5,741526.mp3,938,8,11,0.9884,0.9915,0.99,1,5.6883,True
Original,741526.wav,ID10_df10_dt5,741526.mp3,938,8,11,0.9884,0.9915,0.99,1,5.5002,True
Original,741526.wav,ID11_df7_dt30,741526.mp3,202,0,8,0.9619,1.0,0.9806,0,5.5342,True
Original,750226.wav,ID0_df3_dt3,750226.mp3,1758,13,82,0.9554,0.9927,0.9737,0,5.6648,True
Original,750226.wav,ID1_df4_dt2,750226.mp3,2021,14,55,0.9735,0.9931,0.9832,0,5.6515,True
Original,750226.wav,ID2_df6_dt4,750226.mp3,869,5,28,0.9688,0.9943,0.9814,0,5.6488,True
Original,750226.wav,ID3_df9_dt5,750226.mp3,670,3,15,0.9781,0.9955,0.9867,0,5.6322,True
Original,750226.wav,ID4_df12_dt6,750226.mp3,516,2,14,0.9736,0.9961,0.9847,0,5.6855,True
Original,750226.wav,ID5_df15_dt8,750226.mp3,381,2,10,0.9744,0.9948,0.9845,0,5.4976,True
Original,750226.wav,ID6_df25_dt10,750226.mp3,102,1,3,0.9714,0.9903,0.9808,0,5.5734,True
Original,750226.wav,ID7_df35_dt15,750226.mp3,53,0,2,0.9636,1.0,0.9815,0,5.6324,True
Original,750226.wav,ID8_df50_dt20,750226.mp3,28,0,2,0.9333,1.0,0.9655,0,5.576,True
Original,750226.wav,ID9_df10_dt5,750226.mp3,652,3,15,0.9775,0.9954,0.9864,0,5.6061,True
Original,750226.wav,ID10_df10_dt5,750226.mp3,652,3,15,0.9775,0.9954,0.9864,0,5.4858,True
Original,750226.wav,ID11_df7_dt30,750226.mp3,118,12,22,0.8429,0.9077,0.8741,0,5.6452,True
Original,753526.wav,ID0_df3_dt3,753526.mp3,1383,28,94,0.9364,0.9802,0.9578,1,5.6554,True
Original,753526.wav,ID1_df4_dt2,753526.mp3,1650,21,64,0.9627,0.9874,0.9749,1,5.4951,True
Original,753526.wav,ID2_df6_dt4,753526.mp3,663,15,31,0.9553,0.9779,0.9665,1,5.6136,True
Original,753526.wav,ID3_df9_dt5,753526.mp3,427,12,23,0.9489,0.9727,0.9606,1,5.6681,True
Original,753526.wav,ID4_df12_dt6,753526.mp3,320,8,16,0.9524,0.9756,0.9639,1,5.6994,True
Original,753526.wav,ID5_df15_dt8,753526.mp3,235,4,17,0.9325,0.9833,0.9572,1,5.4346,True
Original,753526.wav,ID6_df25_dt10,753526.mp3,109,2,8,0.9316,0.982,0.9561,0,5.6245,True
Original,753526.wav,ID7_df35_dt15,753526.mp3,46,0,6,0.8846,1.0,0.9388,0,5.7001,True
Original,753526.wav,ID8_df50_dt20,753526.mp3,29,0,7,0.8056,1.0,0.8923,0,5.5186,True
Original,753526.wav,ID9_df10_dt5,753526.mp3,407,10,19,0.9554,0.976,0.9656,1,5.5309,True
Original,753526.wav,ID10_df10_dt5,753526.mp3,407,10,19,0.9554,0.976,0.9656,1,5.5341,True
Original,753526.wav,ID11_df7_dt30,753526.mp3,122,1,24,0.8356,0.9919,0.9071,0,5.4381,True
Original,756226.wav,ID0_df3_dt3,756226.mp3,3856,4,17,0.9956,0.999,0.9973,1,5.5393,True
Original,756226.wav,ID1_df4_dt2,756226.mp3,3519,3,39,0.989,0.9991,0.9941,1,5.7186,True
Original,756226.wav,ID2_df6_dt4,756226.mp3,2026,0,11,0.9946,1.0,0.9973,1,5.738,True
Original,756226.wav,ID3_df9_dt5,756226.mp3,769,1,17,0.9784,0.9987,0.9884,0,5.6651,True
Original,756226.wav,ID4_df12_dt6,756226.mp3,548,0,13,0.9768,1.0,0.9883,0,5.4211,True
Original,756226.wav,ID5_df15_dt8,756226.mp3,409,0,9,0.9785,1.0,0.9891,0,5.463,True
Original,756226.wav,ID6_df25_dt10,756226.mp3,151,0,4,0.9742,1.0,0.9869,0,5.4207,True
Original,756226.wav,ID7_df35_dt15,756226.mp3,85,0,2,0.977,1.0,0.9884,0,5.7013,True
Original,756226.wav,ID8_df50_dt20,756226.mp3,40,0,1,0.9756,1.0,0.9877,0,5.4426,True
Original,756226.wav,ID9_df10_dt5,756226.mp3,710,1,15,0.9793,0.9986,0.9889,0,5.4861,True
Original,756226.wav,ID10_df10_dt5,756226.mp3,710,1,15,0.9793,0.9986,0.9889,0,5.4863,True
Original,756226.wav,ID11_df7_dt30,756226.mp3,230,0,14,0.9426,1.0,0.9705,0,5.4358,True
Original,764326.wav,ID0_df3_dt3,764326.mp3,2784,58,112,0.9613,0.9796,0.9704,0,5.5036,True
Original,764326.wav,ID1_df4_dt2,764326.mp3,2921,72,53,0.9822,0.9759,0.9791,0,5.6779,True
Original,764326.wav,ID2_df6_dt4,764326.mp3,1309,27,53,0.9611,0.9798,0.9703,0,5.5151,True
Original,764326.wav,ID3_df9_dt5,764326.mp3,800,17,40,0.9524,0.9792,0.9656,0,5.479,True
Original,764326.wav,ID4_df12_dt6,764326.mp3,551,14,23,0.9599,0.9752,0.9675,0,5.6112,True
Original,764326.wav,ID5_df15_dt8,764326.mp3,372,10,17,0.9563,0.9738,0.965,0,5.8084,True
Original,764326.wav,ID6_df25_dt10,764326.mp3,168,7,9,0.9492,0.96,0.9545,0,6.2165,True
Original,764326.wav,ID7_df35_dt15,764326.mp3,88,2,5,0.9462,0.9778,0.9617,0,5.7901,True
Original,764326.wav,ID8_df50_dt20,764326.mp3,44,2,3,0.9362,0.9565,0.9462,0,5.5474,True
Original,764326.wav,ID9_df10_dt5,764326.mp3,744,14,35,0.9551,0.9815,0.9681,0,5.5971,True
Original,764326.wav,ID10_df10_dt5,764326.mp3,744,14,35,0.9551,0.9815,0.9681,0,5.7727,True
Original,764326.wav,ID11_df7_dt30,764326.mp3,234,6,43,0.8448,0.975,0.9052,0,5.6271,True
Original,769426.wav,ID0_df3_dt3,769426.mp3,3744,0,1,0.9997,1.0,0.9999,0,5.6571,True
Original,769426.wav,ID1_df4_dt2,769426.mp3,3227,1,1,0.9997,0.9997,0.9997,0,5.5662,True
Original,769426.wav,ID2_df6_dt4,769426.mp3,1881,0,2,0.9989,1.0,0.9995,0,5.6086,True
Original,769426.wav,ID3_df9_dt5,769426.mp3,1060,0,1,0.9991,1.0,0.9995,0,5.4715,True
Original,769426.wav,ID4_df12_dt6,769426.mp3,530,0,1,0.9981,1.0,0.9991,0,5.4085,True
Original,769426.wav,ID5_df15_dt8,769426.mp3,349,0,0,1.0,1.0,1.0,0,5.4776,True
Original,769426.wav,ID6_df25_dt10,769426.mp3,218,0,0,1.0,1.0,1.0,0,5.6139,True
Original,769426.wav,ID7_df35_dt15,769426.mp3,92,0,0,1.0,1.0,1.0,0,5.5125,True
Original,769426.wav,ID8_df50_dt20,769426.mp3,49,0,0,1.0,1.0,1.0,0,5.4321,True
Original,769426.wav,ID9_df10_dt5,769426.mp3,953,0,1,0.999,1.0,0.9995,0,7.3719,True
Original,769426.wav,ID10_df10_dt5,769426.mp3,953,0,1,0.999,1.0,0.9995,0,5.5158,True
Original,769426.wav,ID11_df7_dt30,769426.mp3,250,0,7,0.9728,1.0,0.9862,0,5.5654,True
Original,783626.wav,ID0_df3_dt3,783626.mp3,1764,129,295,0.8567,0.9319,0.8927,287,5.523,True
Original,783626.wav,ID1_df4_dt2,783626.mp3,2033,151,284,0.8774,0.9309,0.9034,286,5.896,True
Original,783626.wav,ID2_df6_dt4,783626.mp3,793,55,116,0.8724,0.9351,0.9027,287,5.5093,True
Original,783626.wav,ID3_df9_dt5,783626.mp3,489,32,87,0.849,0.9386,0.8915,287,5.4899,True
Original,783626.wav,ID4_df12_dt6,783626.mp3,309,20,58,0.842,0.9392,0.8879,287,5.4193,True
Original,783626.wav,ID5_df15_dt8,783626.mp3,242,16,48,0.8345,0.938,0.8832,287,5.5678,True
Original,783626.wav,ID6_df25_dt10,783626.mp3,139,10,23,0.858,0.9329,0.8939,287,5.4349,True
Original,783626.wav,ID7_df35_dt15,783626.mp3,49,7,16,0.7538,0.875,0.8099,286,5.7316,True
Original,783626.wav,ID8_df50_dt20,783626.mp3,20,5,11,0.6452,0.8,0.7143,286,5.4094,True
Original,783626.wav,ID9_df10_dt5,783626.mp3,464,28,70,0.8689,0.9431,0.9045,287,5.547,True
Original,783626.wav,ID10_df10_dt5,783626.mp3,464,28,70,0.8689,0.9431,0.9045,287,5.4204,True
Original,783626.wav,ID11_df7_dt30,783626.mp3,128,7,59,0.6845,0.9481,0.795,286,5.6461,True
Original,783926.wav,ID0_df3_dt3,783926.mp3,926,101,131,0.8761,0.9017,0.8887,237,5.5136,True
Original,783926.wav,ID1_df4_dt2,783926.mp3,992,84,133,0.8818,0.9219,0.9014,237,5.5627,True
Original,783926.wav,ID2_df6_dt4,783926.mp3,641,49,77,0.8928,0.929,0.9105,237,5.4759,True
Original,783926.wav,ID3_df9_dt5,783926.mp3,498,32,49,0.9104,0.9396,0.9248,236,5.4461,True
Original,783926.wav,ID4_df12_dt6,783926.mp3,399,23,33,0.9236,0.9455,0.9344,237,5.461,True
Original,783926.wav,ID5_df15_dt8,783926.mp3,224,18,31,0.8784,0.9256,0.9014,237,5.55,True
Original,783926.wav,ID6_df25_dt10,783926.mp3,132,13,19,0.8742,0.9103,0.8919,237,5.4823,True
Original,783926.wav,ID7_df35_dt15,783926.mp3,83,10,18,0.8218,0.8925,0.8557,236,5.4057,True
Original,783926.wav,ID8_df50_dt20,783926.mp3,36,3,5,0.878,0.9231,0.9,236,5.4391,True
Original,783926.wav,ID9_df10_dt5,783926.mp3,475,28,43,0.917,0.9443,0.9305,236,5.6057,True
Original,783926.wav,ID10_df10_dt5,783926.mp3,475,28,43,0.917,0.9443,0.9305,236,5.6521,True
Original,783926.wav,ID11_df7_dt30,783926.mp3,155,18,33,0.8245,0.896,0.8587,236,5.4923,True
